Protein Accession	DNA Accession	ARO Category Name	ARO Accession
AAO82600.1	AE016830	antibiotic resistant gene variant or mutant	ARO:0000031
AAO82600.1	AE016830	lipopeptide antibiotic resistance gene	ARO:3003073
AAO82600.1	AE016830	peptide antibiotic resistance gene	ARO:3000751
NP_815456	NC_004668	antibiotic resistant gene variant or mutant	ARO:0000031
NP_815456	NC_004668	peptide antibiotic resistance gene	ARO:3000751
WP_002356022	NZ_CP014949	antibiotic resistant gene variant or mutant	ARO:0000031
WP_002356022	NZ_CP014949	peptide antibiotic resistance gene	ARO:3000751
AFK60084.1	CP003583	efflux pump conferring antibiotic resistance	ARO:3000159
ALL09868	CP013009	antibiotic resistant gene variant or mutant	ARO:0000031
ALL09868	CP013009	lipopeptide antibiotic resistance gene	ARO:3003073
YP_006374661.1	NC_017960.1	antibiotic resistant gene variant or mutant	ARO:0000031
YP_006374661.1	NC_017960.1	elfamycin resistance gene	ARO:3001311
CUX99269.1	LN999844.1	antibiotic resistant gene variant or mutant	ARO:0000031
CUX99269.1	LN999844.1	lipopeptide antibiotic resistance gene	ARO:3003073
CUX99269.1	LN999844.1	peptide antibiotic resistance gene	ARO:3000751
AFK58562.1	CP003583	antibiotic resistant gene variant or mutant	ARO:0000031
AFK58562.1	CP003583	lipopeptide antibiotic resistance gene	ARO:3003073
AFK58562.1	CP003583	peptide antibiotic resistance gene	ARO:3000751
AFK58561.1	CP003583	antibiotic resistant gene variant or mutant	ARO:0000031
AFK58561.1	CP003583	lipopeptide antibiotic resistance gene	ARO:3003073
AFK58561.1	CP003583	peptide antibiotic resistance gene	ARO:3000751
AAZ91706.1	DQ157752	antibiotic inactivation enzyme	ARO:3000557
AAZ91706.1	DQ157752	macrolide resistance gene	ARO:3000315
AAC78336.1	AF099140	antibiotic inactivation enzyme	ARO:3000557
AAC78336.1	AF099140	macrolide resistance gene	ARO:3000315
CAA01212.1	A15097	antibiotic inactivation enzyme	ARO:3000557
CAA01212.1	A15097	macrolide resistance gene	ARO:3000315
AAC69328.1	AF079138	antibiotic target modifying enzyme	ARO:3000519
AAC69328.1	AF079138	lincosamide resistance gene	ARO:3000241
AAC69328.1	AF079138	macrolide resistance gene	ARO:3000315
AAC69328.1	AF079138	streptogramin resistance gene	ARO:3000240
AAC69327.1	AF079138	antibiotic target modifying enzyme	ARO:3000519
AAC69327.1	AF079138	lincosamide resistance gene	ARO:3000241
AAC69327.1	AF079138	macrolide resistance gene	ARO:3000315
AAC69327.1	AF079138	streptogramin resistance gene	ARO:3000240
NP_899170.1	NC_005076	antibiotic target modifying enzyme	ARO:3000519
NP_899170.1	NC_005076	lincosamide resistance gene	ARO:3000241
NP_899170.1	NC_005076	macrolide resistance gene	ARO:3000315
NP_899170.1	NC_005076	streptogramin resistance gene	ARO:3000240
AAP74657.1	AY234334	antibiotic target modifying enzyme	ARO:3000519
AAP74657.1	AY234334	lincosamide resistance gene	ARO:3000241
AAP74657.1	AY234334	macrolide resistance gene	ARO:3000315
AAP74657.1	AY234334	streptogramin resistance gene	ARO:3000240
AAK07612.1	AF319779	antibiotic target modifying enzyme	ARO:3000519
AAK07612.1	AF319779	lincosamide resistance gene	ARO:3000241
AAK07612.1	AF319779	macrolide resistance gene	ARO:3000315
AAK07612.1	AF319779	streptogramin resistance gene	ARO:3000240
AAL68827.1	AF462611	antibiotic target modifying enzyme	ARO:3000519
AAL68827.1	AF462611	lincosamide resistance gene	ARO:3000241
AAL68827.1	AF462611	macrolide resistance gene	ARO:3000315
AAL68827.1	AF462611	streptogramin resistance gene	ARO:3000240
CCP44758.1	AL123456	antibiotic target modifying enzyme	ARO:3000519
CCP44758.1	AL123456	lincosamide resistance gene	ARO:3000241
CCP44758.1	AL123456	macrolide resistance gene	ARO:3000315
CCP44758.1	AL123456	streptogramin resistance gene	ARO:3000240
AAN86837.1	AY154657	antibiotic target modifying enzyme	ARO:3000519
AAN86837.1	AY154657	lincosamide resistance gene	ARO:3000241
AAN86837.1	AY154657	macrolide resistance gene	ARO:3000315
AAN86837.1	AY154657	streptogramin resistance gene	ARO:3000240
AAR92235.1	AY487229	antibiotic target modifying enzyme	ARO:3000519
AAR92235.1	AY487229	lincosamide resistance gene	ARO:3000241
AAR92235.1	AY487229	macrolide resistance gene	ARO:3000315
AAR92235.1	AY487229	streptogramin resistance gene	ARO:3000240
ABW06859.1	EU177504	antibiotic target modifying enzyme	ARO:3000519
ABW06859.1	EU177504	lincosamide resistance gene	ARO:3000241
ABW06859.1	EU177504	macrolide resistance gene	ARO:3000315
ABW06859.1	EU177504	streptogramin resistance gene	ARO:3000240
CBY77552.1	FR734406	antibiotic target modifying enzyme	ARO:3000519
CBY77552.1	FR734406	lincosamide resistance gene	ARO:3000241
CBY77552.1	FR734406	macrolide resistance gene	ARO:3000315
CBY77552.1	FR734406	streptogramin resistance gene	ARO:3000240
CCF55073.1	HE650138	antibiotic target modifying enzyme	ARO:3000519
CCF55073.1	HE650138	lincosamide resistance gene	ARO:3000241
CCF55073.1	HE650138	macrolide resistance gene	ARO:3000315
CCF55073.1	HE650138	streptogramin resistance gene	ARO:3000240
CUU67654.1	LN623525.1	antibiotic target modifying enzyme	ARO:3000519
CUU67654.1	LN623525.1	lincosamide resistance gene	ARO:3000241
CUU67654.1	LN623525.1	macrolide resistance gene	ARO:3000315
ANZ79476.1	KU612222.1	antibiotic target modifying enzyme	ARO:3000519
ANZ79476.1	KU612222.1	lincosamide resistance gene	ARO:3000241
ANZ79476.1	KU612222.1	macrolide resistance gene	ARO:3000315
ANZ79476.1	KU612222.1	streptogramin resistance gene	ARO:3000240
YP_001315192.1	NC_009632	antibiotic target modifying enzyme	ARO:3000519
YP_001315192.1	NC_009632	lincosamide resistance gene	ARO:3000241
YP_001315192.1	NC_009632	macrolide resistance gene	ARO:3000315
YP_001315192.1	NC_009632	streptogramin resistance gene	ARO:3000240
AAA25634.1	M19270	antibiotic target modifying enzyme	ARO:3000519
AAA25634.1	M19270	lincosamide resistance gene	ARO:3000241
AAA25634.1	M19270	macrolide resistance gene	ARO:3000315
AAA25634.1	M19270	streptogramin resistance gene	ARO:3000240
CAA57985.1	X82668	antibiotic target modifying enzyme	ARO:3000519
CAA57985.1	X82668	lincosamide resistance gene	ARO:3000241
CAA57985.1	X82668	macrolide resistance gene	ARO:3000315
CAA57985.1	X82668	streptogramin resistance gene	ARO:3000240
AAA22597.1	L08389	antibiotic target modifying enzyme	ARO:3000519
AAA22597.1	L08389	lincosamide resistance gene	ARO:3000241
AAA22597.1	L08389	macrolide resistance gene	ARO:3000315
AAA22597.1	L08389	streptogramin resistance gene	ARO:3000240
CAB60001.1	X51891	antibiotic target modifying enzyme	ARO:3000519
CAB60001.1	X51891	lincosamide resistance gene	ARO:3000241
CAB60001.1	X51891	macrolide resistance gene	ARO:3000315
CAB60001.1	X51891	streptogramin resistance gene	ARO:3000240
AAA88675.1	M17124	antibiotic target modifying enzyme	ARO:3000519
AAA88675.1	M17124	lincosamide resistance gene	ARO:3000241
AAA88675.1	M17124	macrolide resistance gene	ARO:3000315
AAA88675.1	M17124	streptogramin resistance gene	ARO:3000240
AAA22419.1	M15332	antibiotic target modifying enzyme	ARO:3000519
AAA22419.1	M15332	lincosamide resistance gene	ARO:3000241
AAA22419.1	M15332	macrolide resistance gene	ARO:3000315
AAA22419.1	M15332	streptogramin resistance gene	ARO:3000240
AAC32026.1	M16503	antibiotic target modifying enzyme	ARO:3000519
AAC32026.1	M16503	lincosamide resistance gene	ARO:3000241
AAC32026.1	M16503	macrolide resistance gene	ARO:3000315
AAC32026.1	M16503	streptogramin resistance gene	ARO:3000240
CAA66307.1	X97721	antibiotic target modifying enzyme	ARO:3000519
CAA66307.1	X97721	lincosamide resistance gene	ARO:3000241
CAA66307.1	X97721	macrolide resistance gene	ARO:3000315
CAA66307.1	X97721	streptogramin resistance gene	ARO:3000240
AAA26779.1	M74717	antibiotic target modifying enzyme	ARO:3000519
AAA26779.1	M74717	lincosamide resistance gene	ARO:3000241
AAA26779.1	M74717	macrolide resistance gene	ARO:3000315
AAA26779.1	M74717	streptogramin resistance gene	ARO:3000240
AAC36915.1	L22689	antibiotic target modifying enzyme	ARO:3000519
AAC36915.1	L22689	lincosamide resistance gene	ARO:3000241
AAC36915.1	L22689	macrolide resistance gene	ARO:3000315
AAC36915.1	L22689	streptogramin resistance gene	ARO:3000240
ALX06067.1	CP011502.1	antibiotic target modifying enzyme	ARO:3000519
ALX06067.1	CP011502.1	lincosamide resistance gene	ARO:3000241
ALX06067.1	CP011502.1	macrolide resistance gene	ARO:3000315
ALX06067.1	CP011502.1	streptogramin resistance gene	ARO:3000240
AAA26742.1	M19269	antibiotic target modifying enzyme	ARO:3000519
AAA26742.1	M19269	lincosamide resistance gene	ARO:3000241
AAA26742.1	M19269	macrolide resistance gene	ARO:3000315
AAA26742.1	M19269	streptogramin resistance gene	ARO:3000240
AAA98096.1	M64090	antibiotic target modifying enzyme	ARO:3000519
AAA98096.1	M64090	lincosamide resistance gene	ARO:3000241
AAA98096.1	M64090	macrolide resistance gene	ARO:3000315
AAA98096.1	M64090	streptogramin resistance gene	ARO:3000240
CAA44667.1	X62867	antibiotic target modifying enzyme	ARO:3000519
CAA44667.1	X62867	lincosamide resistance gene	ARO:3000241
CAA44667.1	X62867	macrolide resistance gene	ARO:3000315
CAA44667.1	X62867	streptogramin resistance gene	ARO:3000240
AAB51440.1	U59450	antibiotic target modifying enzyme	ARO:3000519
AAB51440.1	U59450	lincosamide resistance gene	ARO:3000241
AAB51440.1	U59450	macrolide resistance gene	ARO:3000315
AAB51440.1	U59450	streptogramin resistance gene	ARO:3000240
BAA03402.1	D14532	antibiotic target modifying enzyme	ARO:3000519
BAA03402.1	D14532	lincosamide resistance gene	ARO:3000241
BAA03402.1	D14532	macrolide resistance gene	ARO:3000315
BAA03402.1	D14532	streptogramin resistance gene	ARO:3000240
AAG03357.1	AF024666	antibiotic target modifying enzyme	ARO:3000519
AAG03357.1	AF024666	lincosamide resistance gene	ARO:3000241
AAG03357.1	AF024666	macrolide resistance gene	ARO:3000315
AAG03357.1	AF024666	streptogramin resistance gene	ARO:3000240
BAB20748.1	AB014481	antibiotic target modifying enzyme	ARO:3000519
BAB20748.1	AB014481	lincosamide resistance gene	ARO:3000241
BAB20748.1	AB014481	macrolide resistance gene	ARO:3000315
BAB20748.1	AB014481	streptogramin resistance gene	ARO:3000240
	U00096	antibiotic resistant gene variant or mutant	ARO:0000031
	U00096	peptide antibiotic resistance gene	ARO:3000751
	U00096	polyamine resistance gene	ARO:3003532
	U00096	aminoglycoside resistance gene	ARO:3000104
	U00096	antibiotic resistant gene variant or mutant	ARO:0000031
	U00096	aminoglycoside resistance gene	ARO:3000104
	U00096	antibiotic resistant gene variant or mutant	ARO:0000031
	U00096	antibiotic resistant gene variant or mutant	ARO:0000031
	U00096	tetracycline resistance gene	ARO:3000472
	U00096	aminoglycoside resistance gene	ARO:3000104
	U00096	antibiotic resistant gene variant or mutant	ARO:0000031
	U00096	aminoglycoside resistance gene	ARO:3000104
	U00096	antibiotic resistant gene variant or mutant	ARO:0000031
	U00096	aminoglycoside resistance gene	ARO:3000104
	U00096	antibiotic resistant gene variant or mutant	ARO:0000031
	U00096	aminoglycoside resistance gene	ARO:3000104
	U00096	antibiotic resistant gene variant or mutant	ARO:0000031
	U00096	aminoglycoside resistance gene	ARO:3000104
	U00096	antibiotic resistant gene variant or mutant	ARO:0000031
	U00096	aminoglycoside resistance gene	ARO:3000104
	U00096	antibiotic resistant gene variant or mutant	ARO:0000031
	U00096	aminoglycoside resistance gene	ARO:3000104
	U00096	antibiotic resistant gene variant or mutant	ARO:0000031
	U00096	antibiotic resistant gene variant or mutant	ARO:0000031
	U00096	tetracycline resistance gene	ARO:3000472
	U00096	aminoglycoside resistance gene	ARO:3000104
	U00096	antibiotic resistant gene variant or mutant	ARO:0000031
	U00096	aminoglycoside resistance gene	ARO:3000104
	U00096	antibiotic resistant gene variant or mutant	ARO:0000031
	U00096	aminoglycoside resistance gene	ARO:3000104
	U00096	antibiotic resistant gene variant or mutant	ARO:0000031
NP_414997.1	NC_000913.3	antibiotic resistant gene variant or mutant	ARO:0000031
NP_414997.1	NC_000913.3	efflux pump conferring antibiotic resistance	ARO:3000159
NP_414997.1	NC_000913.3	gene modulating antibiotic efflux	ARO:3000451
NP_417798.1	NC_000913.3	antibiotic resistant gene variant or mutant	ARO:0000031
NP_417798.1	NC_000913.3	elfamycin resistance gene	ARO:3001311
AAA50993.1	AH002539.2	antibiotic resistant gene variant or mutant	ARO:0000031
AAA50993.1	AH002539.2	elfamycin resistance gene	ARO:3001311
AAN82549.1	AE014075	antibiotic resistant gene variant or mutant	ARO:0000031
AAN82549.1	AE014075	elfamycin resistance gene	ARO:3001311
AAC75291.1	U00096	antibiotic resistant gene variant or mutant	ARO:0000031
AAC75291.1	U00096	fluoroquinolone resistance gene	ARO:3000102
BAE77595.1	AP009048	aminocoumarin resistance gene	ARO:3000477
BAE77595.1	AP009048	antibiotic resistant gene variant or mutant	ARO:0000031
AAC74603.2	U00096	antibiotic resistant gene variant or mutant	ARO:0000031
AAC74603.2	U00096	efflux pump conferring antibiotic resistance	ARO:3000159
AAC74603.2	U00096	gene modulating antibiotic efflux	ARO:3000451
CDJ73082	HG738867	antibiotic resistant gene variant or mutant	ARO:0000031
CDJ73082	HG738867	fosfomycin resistance gene	ARO:3000271
CDJ72593	HG738867	antibiotic resistant gene variant or mutant	ARO:0000031
CDJ72593	HG738867	fosfomycin resistance gene	ARO:3000271
AIL15701	CP009072	antibiotic resistant gene variant or mutant	ARO:0000031
AIL15701	CP009072	fosfomycin resistance gene	ARO:3000271
CDJ72759	HG738867	antibiotic resistant gene variant or mutant	ARO:0000031
CDJ72759	HG738867	fosfomycin resistance gene	ARO:3000271
CDJ73205	HG738867	antibiotic resistant gene variant or mutant	ARO:0000031
CDJ73205	HG738867	fosfomycin resistance gene	ARO:3000271
CDJ73208	HG738867	antibiotic resistant gene variant or mutant	ARO:0000031
CDJ73208	HG738867	fosfomycin resistance gene	ARO:3000271
NP_415372.1	NC_000913.3	antibiotic resistant gene variant or mutant	ARO:0000031
NP_415372.1	NC_000913.3	nitrofuratoin resistance gene	ARO:3003763
NP_415110.1	NC_000913.3	antibiotic resistant gene variant or mutant	ARO:0000031
NP_415110.1	NC_000913.3	nitrofuratoin resistance gene	ARO:3003763
YP_489201.1	NC_007779	antibiotic resistant gene variant or mutant	ARO:0000031
YP_489201.1	NC_007779	beta-lactam resistance gene	ARO:3000129
YP_489201.1	NC_007779	gene modulating permeability to antibiotic	ARO:3000270
AAC76055.1	U00096	antibiotic resistant gene variant or mutant	ARO:0000031
AAC76055.1	U00096	fluoroquinolone resistance gene	ARO:3000102
AAC76055.1	U00096	gene involved in self resistance to antibiotic	ARO:3000492
YP_491222.1	NC_007779	antibiotic resistant gene variant or mutant	ARO:0000031
YP_491222.1	NC_007779	fluoroquinolone resistance gene	ARO:3000102
NP_312937.1	NC_002695	antibiotic resistant gene variant or mutant	ARO:0000031
NP_312937.1	NC_002695	rifampin resistance gene	ARO:3000383
AAC77033.1	U00096	antibiotic resistant gene variant or mutant	ARO:0000031
AAC77033.1	U00096	efflux pump conferring antibiotic resistance	ARO:3000159
AAC77033.1	U00096	gene modulating antibiotic efflux	ARO:3000451
NP_418486.1	NC_000913	antibiotic resistant gene variant or mutant	ARO:0000031
NP_418486.1	NC_000913	efflux pump conferring antibiotic resistance	ARO:3000159
NP_418486.1	NC_000913	gene modulating antibiotic efflux	ARO:3000451
NP_418486.1	NC_000913	gene modulating permeability to antibiotic	ARO:3000270
YP_491362.1	NC_007779	antibiotic resistant gene variant or mutant	ARO:0000031
YP_491362.1	NC_007779	sulfonamide resistance gene	ARO:3000408
AJP77085	KP109681	antibiotic inactivation enzyme	ARO:3000557
AJP77085	KP109681	beta-lactam resistance gene	ARO:3000129
NP_311275.1	NC_002695	efflux pump conferring antibiotic resistance	ARO:3000159
NP_311275.1	NC_002695	gene modulating antibiotic efflux	ARO:3000451
AAC75429.1	U00096	efflux pump conferring antibiotic resistance	ARO:3000159
AAC75429.1	U00096	gene modulating antibiotic efflux	ARO:3000451
AAA26775.1	M28303	antibiotic inactivation enzyme	ARO:3000557
AAA26775.1	M28303	beta-lactam resistance gene	ARO:3000129
AFK80333.1	JQ768046	efflux pump conferring antibiotic resistance	ARO:3000159
AFK80333.1	JQ768046	elfamycin resistance gene	ARO:3001311
NP_273367.1	NC_003112.2	efflux pump conferring antibiotic resistance	ARO:3000159
NP_273367.1	NC_003112.2	gene modulating antibiotic efflux	ARO:3000451
NP_273368.1	NC_003112.2	efflux pump conferring antibiotic resistance	ARO:3000159
NP_273368.1	NC_003112.2	gene modulating antibiotic efflux	ARO:3000451
CAB96921.1	Y17896	antibiotic inactivation enzyme	ARO:3000557
CAB96921.1	Y17896	beta-lactam resistance gene	ARO:3000129
AAL59749.1	AY055428	efflux pump conferring antibiotic resistance	ARO:3000159
BAA32493.1	AB016934	antibiotic inactivation enzyme	ARO:3000557
BAA32493.1	AB016934	fosfomycin resistance gene	ARO:3000271
BAA32494.1	AB016934	antibiotic inactivation enzyme	ARO:3000557
BAA32494.1	AB016934	fosfomycin resistance gene	ARO:3000271
NP_249820.1	NC002516	antibiotic inactivation enzyme	ARO:3000557
NP_249820.1	NC002516	fosfomycin resistance gene	ARO:3000271
ACC85616.1	EU487198	antibiotic inactivation enzyme	ARO:3000557
ACC85616.1	EU487198	fosfomycin resistance gene	ARO:3000271
AEG78825.1	JF411006	antibiotic inactivation enzyme	ARO:3000557
AEG78825.1	JF411006	fosfomycin resistance gene	ARO:3000271
BAP18892.1	AB908992	antibiotic inactivation enzyme	ARO:3000557
BAP18892.1	AB908992	fosfomycin resistance gene	ARO:3000271
AJE60855.1	KP143090	antibiotic inactivation enzyme	ARO:3000557
AJE60855.1	KP143090	fosfomycin resistance gene	ARO:3000271
YP_001715981.1	NC_010419.1	antibiotic inactivation enzyme	ARO:3000557
YP_001715981.1	NC_010419.1	fosfomycin resistance gene	ARO:3000271
ADX95999.1	HQ219726	antibiotic inactivation enzyme	ARO:3000557
ADX95999.1	HQ219726	fosfomycin resistance gene	ARO:3000271
CAA83855.1	Z33413	antibiotic inactivation enzyme	ARO:3000557
CAA83855.1	Z33413	fosfomycin resistance gene	ARO:3000271
BAJ10053.1	AB522969	antibiotic inactivation enzyme	ARO:3000557
BAJ10053.1	AB522969	fosfomycin resistance gene	ARO:3000271
BAO79518.1	AB917040	antibiotic inactivation enzyme	ARO:3000557
BAO79518.1	AB917040	fosfomycin resistance gene	ARO:3000271
CWV56762.1	FFFO01000009.1	antibiotic inactivation enzyme	ARO:3000557
CWV56762.1	FFFO01000009.1	fosfomycin resistance gene	ARO:3000271
CAA54602.1	X77455	antibiotic inactivation enzyme	ARO:3000557
CAA54602.1	X77455	beta-lactam resistance gene	ARO:3000129
AGE45503.1	JX049131	antibiotic inactivation enzyme	ARO:3000557
AGE45503.1	JX049131	beta-lactam resistance gene	ARO:3000129
CAA71325.1	Y10282	antibiotic inactivation enzyme	ARO:3000557
CAA71325.1	Y10282	beta-lactam resistance gene	ARO:3000129
CAA71947.1	Y11068	antibiotic inactivation enzyme	ARO:3000557
CAA71947.1	Y11068	beta-lactam resistance gene	ARO:3000129
CAB89086.1	AJ277535	antibiotic inactivation enzyme	ARO:3000557
CAB89086.1	AJ277535	beta-lactam resistance gene	ARO:3000129
AAG12974.1	AY007369	antibiotic inactivation enzyme	ARO:3000557
AAG12974.1	AY007369	beta-lactam resistance gene	ARO:3000129
CAG28256.1	AJ703795	antibiotic inactivation enzyme	ARO:3000557
CAG28256.1	AJ703795	beta-lactam resistance gene	ARO:3000129
ADK73994.1	HM565917	antibiotic inactivation enzyme	ARO:3000557
ADK73994.1	HM565917	beta-lactam resistance gene	ARO:3000129
AEK78851.1	JF896803	antibiotic inactivation enzyme	ARO:3000557
AEK78851.1	JF896803	beta-lactam resistance gene	ARO:3000129
AAL12234.1	AY047358	antibiotic inactivation enzyme	ARO:3000557
AAL12234.1	AY047358	fusidic acid resistance gene	ARO:3003024
WP_001033157	NC_002953	antibiotic inactivation enzyme	ARO:3000557
WP_001033157	NC_002953	fusidic acid resistance gene	ARO:3003024
WP_011303797	NZ_CP014057	antibiotic inactivation enzyme	ARO:3000557
